"ID","crowded","ring","efficacy","latency","precision","val","valGuessing","pLRtest","model"
"AC5SONA","Bouma","0",0.709300969212041,0.0932942860869614,1.25342830450509,140.719374458756,180.810295135789,2.80563358143806e-17,"Normal"
"AG12SONA","Bouma","0",0.822292553600821,-0.333016529419339,1.408954780461,126.799032908454,175.750576577596,4.38856843702736e-21,"Normal"
"CC","Bouma","0",0.939891724352129,-0.764763601601137,0.944668454841535,98.3238303579617,187.959941392369,1.26657453335431e-38,"Normal"
"CL","Bouma","0",0.645789364982317,0.147334177357226,0.916927947900138,129.401796737808,168.645932030487,6.47533458856575e-17,"Normal"
"DP6SONA","Bouma","0",0.814268866951041,0.199369452945313,0.993158068796542,116.55808954137,176.561506147146,7.69068551028575e-26,"Normal"
"KH11SONA","Bouma","0",0.769529927567567,0.438255677872589,0.683046037805343,111.994763792759,178.860858189945,8.48582448122787e-29,"Normal"
"KM4SONA","Bouma","0",0.850488462217081,1.01200233318293,0.892922639666404,110.43239938677,182.337451796557,5.69975661444111e-31,"Normal"
"LC1SONA","Bouma","0",0.854591975757136,-0.0505966230934825,1.04833106379543,114.375370332508,179.102020181307,7.0939245152319e-28,"Normal"
"LS2SONA","Bouma","0",0.584347991351328,0.686926953180907,0.731201376024874,140.892987421658,180.226949271921,5.92564078832158e-17,"Normal"
"LY8SONA","Bouma","0",0.767833345033423,-0.282390069633427,1.43656614878542,136.632524069086,178.887523742883,3.30621916596005e-18,"Normal"
"MH9SONA","Bouma","0",0.742650632071117,0.546056636387017,1.27517080751258,141.282957294313,187.016834072589,1.05992781296097e-19,"Normal"
"MN10SONA","Bouma","0",0.891706781963954,-0.120518808486263,1.29873876877592,120.007434408664,184.327108240182,1.06239276229336e-27,"Normal"
"RN","Bouma","0",0.790023494826843,0.470465414303658,1.16116731147363,127.798355531799,181.363464463789,4.54845000216729e-23,"Normal"
"TM7SONA","Bouma","0",0.721712385705976,0.212778198179051,0.729521936366963,137.367143350223,200.616695211431,3.07217393135503e-27,"Normal"
"WN","Bouma","0",0.91216346724775,0.218575391286115,0.509007296308767,74.7611098161511,181.149054649835,7.31527703466204e-46,"Normal"
"AC5SONA","Yes","0",0.6929884555571,0.420638999328254,1.55911645130291,144.329212070836,175.750059915533,1.45183153479931e-13,"Normal"
"AG12SONA","Yes","0",0.464455478084558,0.517608110311137,0.17918941924815,141.845137534943,175.72931676456,1.28237139712036e-14,"Normal"
"CC","Yes","0",0.907306396543407,-0.13747395948591,0.877125387261646,93.4586025785249,172.512835122906,4.6916096916272e-34,"Normal"
"CL","Yes","0",0.524724655865886,0.215221690812158,0.485289746989818,152.23121996146,194.723040109395,2.61618080130996e-18,"Normal"
"DP6SONA","Yes","0",0.887083991168824,0.234076397256889,1.03418029020806,108.304403874245,178.68868121261,2.58073001115791e-30,"Normal"
"KH11SONA","Yes","0",0.8958320573202,0.550983583932889,0.846974095941754,100.403151542136,184.804032165606,2.30856524011485e-36,"Normal"
"KM4SONA","Yes","0",0.75364505974909,1.03809752633405,0.586139606097415,116.309732372138,188.674594463774,3.61018010299085e-31,"Normal"
"LC1SONA","Yes","0",0.827520268623839,0.407688055726567,1.08763120362809,119.076990068548,178.771778658784,1.04447722175295e-25,"Normal"
"LS2SONA","Yes","0",0.472260250461546,0.953464196881204,0.506719946844311,151.686342808202,186.06169000239,7.90204629376249e-15,"Normal"
"LY8SONA","Yes","0",0.760664550534748,-0.157700329229162,1.18507851518354,130.216940109367,176.983384084354,3.81579149205431e-20,"Normal"
"MH9SONA","Yes","0",0.688164216987735,0.499852363492585,1.15411561396622,140.241370027824,182.014051757321,5.32554559712079e-18,"Normal"
"MN10SONA","Yes","0",0.821197114918558,0.496541514559178,0.748335184659361,106.326418169084,178.905309925954,2.91883531108355e-31,"Normal"
"RN","Yes","0",0.680262621526032,0.827011571109356,1.36513408033547,141.150155831744,176.122064910468,4.38822407544516e-15,"Normal"
"TM7SONA","Yes","0",0.867003895686675,0.372009383971306,0.561073171083989,81.1790668992287,165.258786698095,3.17689105452788e-36,"Normal"
"WN","Yes","0",0.886994510475443,0.118892074292361,0.626626717631931,87.1503273481526,177.971001059487,3.89943324794896e-39,"Normal"
"AC5SONA","Bouma","1",0.652437084398726,0.693404806115537,0.883644210453164,140.835315884069,185.400091202296,3.36905468384502e-19,"Normal"
"AG12SONA","Bouma","1",0.499095190255134,-0.14123336988276,1.28110953038824,170.807238693648,192.318520779915,2.43400332755329e-09,"Normal"
"CC","Bouma","1",0.885711272419846,-0.973265678352077,0.612543278057017,83.4022157560752,171.614893878791,5.21653659448412e-38,"Normal"
"CL","Bouma","1",0.624326596596238,0.457679724328113,1.13964809705901,149.197979977624,183.555200739865,8.04452565108909e-15,"Normal"
"DP6SONA","Bouma","1",0.811408393562332,-0.128642417242708,1.23048452313248,133.739383505848,187.910518960434,2.49498699649373e-23,"Normal"
"KH11SONA","Bouma","1",0.720072952487242,0.441936012554734,0.724549801565446,124.674954346759,183.461486433385,2.57084149005277e-25,"Normal"
"KM4SONA","Bouma","1",0.66940037616935,0.979876641250989,1.07599854870917,142.260345567885,182.810229224685,1.78286522649875e-17,"Normal"
"LC1SONA","Bouma","1",0.705140053189234,0.192255839066065,1.11797890004781,142.135832861964,186.472541604934,4.22149459474706e-19,"Normal"
"LS2SONA","Bouma","1",0.583678784888094,0.884613381135503,1.57228153669174,160.647600349287,184.07327436675,3.73808974561517e-10,"Normal"
"LY8SONA","Bouma","1",0.759259128190074,-0.153827092368421,1.59433792994293,148.625284474916,188.971902561344,2.17936725143536e-17,"Normal"
"MH9SONA","Bouma","1",0.80507018815231,-0.228306511651992,1.76703488362832,138.045183398224,177.231663516458,6.8547264649332e-17,"Normal"
"MN10SONA","Bouma","1",0.756180535216576,-0.0213317767510067,1.57640627646876,137.405199879674,174.792947469139,4.04783648020773e-16,"Normal"
"RN","Bouma","1",0.643132597969321,0.0533922260999977,1.75970432900195,159.818647115134,185.035202495183,6.46034563508631e-11,"Normal"
"TM7SONA","Bouma","1",0.644373099536394,-0.131970431313227,0.85022668605302,151.830837245763,199.165615384291,2.17434870281996e-20,"Normal"
"WN","Bouma","1",0.890239783282144,0.125798664676348,1.11409247628934,113.767837447471,184.993274115245,1.11937541279319e-30,"Normal"
"AC5SONA","Yes","1",0.740497542866002,0.805461650439137,0.97958628052026,140.716954333875,195.552348652703,1.29176517191558e-23,"Normal"
"AG12SONA","Yes","1",0.594727465442657,-0.206254223096392,1.38597797052343,155.582038349484,182.302327426072,1.4767653723675e-11,"Normal"
"CC","Yes","1",0.8219063695325,-0.0437706751987832,1.23629216008661,126.231593614233,182.014051757321,5.0527968872401e-24,"Normal"
"CL","Yes","1",0.657324107454638,0.654560074825253,1.25725436562576,150.461619903501,186.05180254259,2.38494242153656e-15,"Normal"
"DP6SONA","Yes","1",0.759234729363223,0.0885941203668368,1.20755161423051,127.434621237983,172.922423839107,1.3520672527725e-19,"Normal"
"KH11SONA","Yes","1",0.624201568452473,0.606339836240267,0.848887643270618,139.863475251211,180.656630872862,1.40195757492926e-17,"Normal"
"KM4SONA","Yes","1",0.755651469793344,1.35079396421373,1.10733172823989,125.504070090515,174.792947469139,3.14255221884935e-21,"Normal"
"LC1SONA","Yes","1",0.566695171853951,0.230075775469933,0.920756986445455,146.979072901881,179.615763582038,4.38409902016246e-14,"Normal"
"LS2SONA","Yes","1",0.487066450601994,0.717910368123044,0.86539471260395,153.777528371675,179.717882477163,3.1756437553159e-11,"Normal"
"LY8SONA","Yes","1",0.474440548409164,0.617011773258641,0.869184370010138,165.178706565151,191.12951532056,3.14322656924634e-11,"Normal"
"MH9SONA","Yes","1",0.770181515656961,0.217425522296715,1.76101777379573,140.920048802754,177.028890745044,1.42983038293955e-15,"Normal"
"MN10SONA","Yes","1",0.837433316189025,0.166822793559539,0.936063379482813,113.062809392754,179.511445220434,1.28426312042788e-28,"Normal"
"RN","Yes","1",0.863034133136252,0.17874260871182,2.59492662370343,145.063856131695,175.781348223762,2.90144781969469e-13,"Normal"
"TM7SONA","Yes","1",0.522433598104313,0.550916615092006,0.490313505311824,126.831852817342,161.700152856766,4.86025493337262e-15,"Normal"
"WN","Yes","1",0.949128857902917,0.102747637198941,0.965436857155199,92.5043191505652,177.971001059487,8.00136232116393e-37,"Normal"
"AC5SONA","Bouma","2",0.371859560447678,1.47143373820971,0.639319924360877,162.019194619265,181.173921497639,2.43065604231208e-08,"Normal"
"AG12SONA","Bouma","2",0.565265812678355,-0.888216240642564,1.36508793440277,158.127148185427,183.477160923785,5.66760165166718e-11,"Normal"
"CC","Bouma","2",0.924865002686227,-1.24600003109402,1.40527843624496,118.282956636587,184.993274115245,9.90485322380751e-29,"Normal"
"CL","Bouma","2",0.606013838599107,0.77525830419367,1.8891089877858,160.500102963468,181.84445930418,2.86548666974581e-09,"Normal"
"DP6SONA","Bouma","2",0.860063663119406,-0.168087345514341,1.57399887393621,136.214526076146,187.946094402336,2.79728403771167e-22,"Normal"
"KH11SONA","Bouma","2",0.778662813854508,0.499859009869607,1.11069336644739,126.492171818945,178.076690673073,3.23588324359626e-22,"Normal"
"KM4SONA","Bouma","2",0.785683723873594,1.25765228443557,1.56331960634224,140.808183146477,182.959561966095,3.6627953264217e-18,"Normal"
"LC1SONA","Bouma","2",0.593676421258471,0.0814544451010697,1.80037877112557,163.373458753296,185.295806134423,1.6282864186484e-09,"Normal"
"LS2SONA","Bouma","2",0.383753491324417,0.74630854135124,1.06013598701802,158.562720817092,172.845023956215,2.76442252629102e-06,"Normal"
"LY8SONA","Bouma","2",0.799311497525275,-3.09715492348304,3,143.694425558824,164.865328860747,3.39495678126766e-09,"Normal"
"MH9SONA","Bouma","2",0.807922958630082,-0.910276432156158,3,158.218616608227,179.511012966203,3.01479857728816e-09,"Normal"
"MN10SONA","Bouma","2",0.749183030956156,0.0193382899048092,1.03372045497645,129.794344407114,179.948823505031,1.33371494031135e-21,"Normal"
"RN","Bouma","2",0.890806880558417,-0.0773136932491775,3,161.711943333435,188.776930047139,1.0526800798359e-11,"Normal"
"TM7SONA","Bouma","2",0.554053241489303,-0.280829299743722,1.29058454127391,166.187478008513,192.227275864083,2.88034492409321e-11,"Normal"
"WN","Bouma","2",0.825594462573882,-0.455794760073513,1.34901536726099,130.133010298423,182.271021160912,1.87020153264263e-22,"Normal"
"AC5SONA","Yes","2",0.543426835370548,1.13995196282726,0.862102302567624,148.485510394971,180.527660541961,7.87429851801724e-14,"Normal"
"AG12SONA","Yes","2",0.732572477431044,-0.50770116662832,3,164.949395686403,184.211959019766,2.18801751228353e-08,"Normal"
"CC","Yes","2",0.735888279052511,-0.795270028407646,1.45411727426409,146.045069113144,186.220754563823,2.58027317981515e-17,"Normal"
"CL","Yes","2",0.462470528726432,0.81967418001389,0.990452501644254,160.196650909751,181.714642792227,2.41808695652493e-09,"Normal"
"DP6SONA","Yes","2",0.893035452845049,-1.04740221584993,2.17630170825305,143.165081013829,186.345477929722,1.32444686048104e-18,"Normal"
"KH11SONA","Yes","2",0.597617575259193,0.900971690297466,0.828990212764156,143.139994956257,182.707198367882,4.70643712230623e-17,"Normal"
"KM4SONA","Yes","2",0.765172022959536,0.964672106391341,1.18974229424111,127.223476042045,175.239234451767,1.10820942929811e-20,"Normal"
"LC1SONA","Yes","2",0.569106564156987,0.169664936394803,1.17127507878538,151.717403036915,179.886624919504,3.55727998051988e-12,"Normal"
"LS2SONA","Yes","2",0.485218699310551,0.338253946449336,0.915632175340031,160.050351312627,185.466117800441,5.31354534009448e-11,"Normal"
"LY8SONA","Yes","2",0.761212184264369,-0.607074516728722,3,172.216474383113,193.185045779722,4.13726337714387e-09,"Normal"
"MH9SONA","Yes","2",0.531593124488337,0.374710657585761,1.95136694497881,173.534447462386,189.718972899464,4.37521198777569e-07,"Normal"
"MN10SONA","Yes","2",0.737453545900155,-0.38456438444593,1.21835779568746,141.422750703194,187.999180182647,4.60512226215756e-20,"Normal"
"RN","Yes","2",0.719126978610427,-0.327828969504737,2.57621441948882,160.79050533596,182.61172814069,1.79757777774482e-09,"Normal"
"TM7SONA","Yes","2",0.611619138349943,0.690946069998207,0.78268827325529,135.826316160048,176.380242603648,1.77575844073884e-17,"Normal"
"WN","Yes","2",1,-0.801161887930942,2.03184268790041,119.767032311055,178.68868121261,2.24845953590026e-25,"Normal"
"AC5SONA","Bouma","0",0.467415839766112,3.78156896170094,0.209625904623924,146.886637430864,180.810295135789,1.23342924780742e-14,"Gamma"
"AG12SONA","Bouma","0",0.437029357810999,2.21023242999333,0.251884163611831,146.447198128586,175.750576577596,1.16640047940346e-12,"Gamma"
"CC","Bouma","0",0.278974929192153,5.10419134347818,0.0658969029882696,168.79464585061,187.959941392369,2.40573376196418e-08,"Gamma"
"CL","Bouma","0",0.470749106961416,0.613130316326696,0.935686038268492,138.839090638824,168.645932030487,7.10847443593842e-13,"Gamma"
"DP6SONA","Bouma","0",0.543146791754927,3.35307640215336,0.201885299879518,134.000286622995,176.561506147146,2.44272343928162e-18,"Gamma"
"KH11SONA","Bouma","0",0.681281730248852,2.14422553767367,0.298692983397413,117.232252302229,178.860858189945,1.53413768448531e-26,"Gamma"
"KM4SONA","Bouma","0",0.827708858562451,1.61569458726597,0.673806593773887,110.801593364657,182.337451796557,8.22418139528243e-31,"Gamma"
"LC1SONA","Bouma","0",0.529131810401649,2.60677970120916,0.230772910337467,138.115892300241,179.102020181307,1.15858710315097e-17,"Gamma"
"LS2SONA","Bouma","0",0.527043496886827,2.48739413453892,0.338653968936323,142.864436625617,180.226949271921,4.14991801454829e-16,"Gamma"
"LY8SONA","Bouma","0",0.40736976642837,4.02510836176146,0.170250360994635,151.460299831837,178.887523742883,7.37505489206173e-12,"Gamma"
"MH9SONA","Bouma","0",0.573885975089717,2.47737781228647,0.395067052018297,144.156215306358,187.016834072589,1.8169149577434e-18,"Gamma"
"MN10SONA","Bouma","0",0.507429877770887,3.19492759551706,0.202494613176776,144.392395634483,184.327108240182,3.27373825734204e-17,"Gamma"
"RN","Bouma","0",0.521688814024863,4.39523802093914,0.192410324564075,138.395768055079,181.363464463789,1.63440989529691e-18,"Gamma"
"TM7SONA","Bouma","0",0.560386745519232,6.26237526421552,0.0830632476882363,148.294692397378,200.616695211431,1.55859194839951e-22,"Gamma"
"WN","Bouma","0",0.865008569727219,0.715482385453159,0.631544911424448,80.8991640061945,181.149054649835,3.28982486069517e-43,"Gamma"
"AC5SONA","Yes","0",0.466663441136535,1.42534386843939,0.852611939597284,153.585307498805,175.750059915533,1.28452318784739e-09,"Gamma"
"AG12SONA","Yes","0",0.464480637277704,8,0.0675195731567131,141.849489740827,175.72931676456,1.28788432573523e-14,"Gamma"
"CC","Yes","0",0.57681978903215,3.12091076379617,0.138146476931916,122.899193763804,172.512835122906,2.2784388992841e-21,"Gamma"
"CL","Yes","0",0.523507065173615,0.642360524756329,0.750932598845621,152.304754104528,194.723040109395,2.81342717810395e-18,"Gamma"
"DP6SONA","Yes","0",0.5847230392805,1.9268554348281,0.418981825207166,135.723077514253,178.68868121261,1.63779483535792e-18,"Gamma"
"KH11SONA","Yes","0",0.781323425171411,2.65181682694225,0.298396980707592,105.807806465018,184.804032165606,4.97000143535909e-34,"Gamma"
"KM4SONA","Yes","0",0.773031289602019,2.61982936232306,0.417194901436208,116.103455873959,188.674594463774,2.9413984869014e-31,"Gamma"
"LC1SONA","Yes","0",0.579087961913544,2.01748576827998,0.445633298239069,137.306274430118,178.771778658784,7.21446426549069e-18,"Gamma"
"LS2SONA","Yes","0",0.473436450030517,3.53430144385213,0.275283451868178,151.7687579869,186.06169000239,8.57087864959541e-15,"Gamma"
"LY8SONA","Yes","0",0.444783692354496,8,0.071669027733512,145.105145732412,176.983384084354,9.25374453776118e-14,"Gamma"
"MH9SONA","Yes","0",0.524733399799669,2.98220946261138,0.264035400472051,141.808470277188,182.014051757321,2.50518416128001e-17,"Gamma"
"MN10SONA","Yes","0",0.694855959246998,3.52844636174424,0.197483343304651,112.586720417646,178.905309925954,1.46121218048285e-28,"Gamma"
"RN","Yes","0",0.499838144509625,2.53632026197816,0.444334384058812,144.993852814674,176.122064910468,1.93658474091559e-13,"Gamma"
"TM7SONA","Yes","0",0.79017514496762,8,0.0651776918006956,85.4832632923143,165.258786698095,2.29095797653384e-34,"Gamma"
"WN","Yes","0",0.727210465553121,6.31346069470087,0.0719163468223548,102.141447171744,177.971001059487,1.15572182580316e-32,"Gamma"
"AC5SONA","Bouma","1",0.558215454594099,2.33277467463343,0.403725777683369,145.197731574239,185.400091202296,2.51317022461934e-17,"Gamma"
"AG12SONA","Bouma","1",0.225447778762347,4.74985066348384,0.130579164718135,181.580132818589,192.318520779915,8.38049663428743e-05,"Gamma"
"CC","Bouma","1",0.149758873425821,3.61125110056313,0.00099999999999989,163.836676233035,171.614893878791,0.00139790469837043,"Gamma"
"CL","Bouma","1",0.474673829255157,1.25903081437854,0.710949681697911,155.849306839457,183.555200739865,5.60867104328679e-12,"Gamma"
"DP6SONA","Bouma","1",0.404555077284318,1.3663317761189,0.548362363392571,164.647284138973,187.910518960434,4.38274381364147e-10,"Gamma"
"KH11SONA","Bouma","1",0.599458047276635,6.71734757955515,0.0912045599902801,128.281816820711,183.461486433385,9.18336222457266e-24,"Gamma"
"KM4SONA","Bouma","1",0.541142595855872,3.14611989940174,0.422041341119772,147.340123444233,182.810229224685,2.68480396802707e-15,"Gamma"
"LC1SONA","Bouma","1",0.441744521316528,1.64907857171105,0.5083782345086,159.975245187213,186.472541604934,1.83823489596601e-11,"Gamma"
"LS2SONA","Bouma","1",0.458464519491117,0.832290312391153,1.60812868249996,163.887084699075,184.07327436675,8.88412776636959e-09,"Gamma"
"LY8SONA","Bouma","1",0.437431976798064,2.09813052555674,0.398925747090507,161.255568655789,188.971902561344,5.55143088726403e-12,"Gamma"
"MH9SONA","Bouma","1",0.449777644421168,1.58968653727801,0.517048982218424,151.385312850588,177.231663516458,3.48255057889696e-11,"Gamma"
"MN10SONA","Bouma","1",0.385750572733587,2.46734425422772,0.368426970729588,153.515436309608,174.792947469139,3.05898734571223e-09,"Gamma"
"RN","Bouma","1",0.23228257541122,8,0.214721040010188,175.517807821226,185.035202495183,0.000268907691941732,"Gamma"
"TM7SONA","Bouma","1",0.419366728296162,6.97005074658179,0.0686318557246309,166.646404833759,199.165615384291,4.92199607773785e-14,"Gamma"
"WN","Bouma","1",0.579062501564282,1.01686804856366,0.64257410154118,140.178217029757,184.993274115245,2.63027916881031e-19,"Gamma"
"AC5SONA","Yes","1",0.631453453141819,2.11449341406355,0.517815261404233,147.505947907212,195.552348652703,1.07510227023922e-20,"Gamma"
"AG12SONA","Yes","1",0.240430385832744,1.00623596493482,0.836308941389595,173.960166334898,182.302327426072,0.000820641374972812,"Gamma"
"CC","Yes","1",0.445576390495935,8,0.0788963759120036,147.597872935693,182.014051757321,7.59026975333011e-15,"Gamma"
"CL","Yes","1",0.500915133832281,2.34481607653528,0.457908895214011,153.859450286555,186.05180254259,6.79149247639843e-14,"Gamma"
"DP6SONA","Yes","1",0.528682117987451,1.92616059250509,0.371022750541694,136.531142952559,172.922423839107,1.08210620798379e-15,"Gamma"
"KH11SONA","Yes","1",0.538646365307395,1.96229193935669,0.438036589850644,143.524134825652,180.656630872862,5.2074861176661e-16,"Gamma"
"KM4SONA","Yes","1",0.747108249416036,1.82483992537956,0.91458473395455,126.916838860873,174.792947469139,1.27248098364856e-20,"Gamma"
"LC1SONA","Yes","1",0.40714137046134,1.79312421443707,0.365450539032493,154.83410352379,179.615763582038,9.89676971526044e-11,"Gamma"
"LS2SONA","Yes","1",0.459290275335521,1.23528592614782,0.759332178353157,154.399562610287,179.717882477163,5.84657929274666e-11,"Gamma"
"LY8SONA","Yes","1",0.404692569976575,1.95286922683822,0.45629722876779,167.527211670749,191.12951532056,3.14417196435318e-10,"Gamma"
"MH9SONA","Yes","1",0.407674563865207,1.50067587171179,0.731004284933321,157.867459612983,177.028890745044,2.4148168054525e-08,"Gamma"
"MN10SONA","Yes","1",0.611060781740881,2.7693246112298,0.225216914975563,127.199997692807,179.511445220434,1.57497452781711e-22,"Gamma"
"RN","Yes","1",0.372988157122583,2.81184479532691,0.646508131962845,161.334053992233,175.781348223762,2.35660100615978e-06,"Gamma"
"TM7SONA","Yes","1",0.518109572089477,2.44087616188008,0.252026096197418,126.758628260611,161.700152856766,4.52169271057723e-15,"Gamma"
"WN","Yes","1",0.653126030434533,3.93105720075508,0.139246716368968,117.123127740357,177.971001059487,3.32818802717938e-26,"Gamma"
"AC5SONA","Bouma","2",0.346166582123353,8,0.197992709795538,162.624573926121,181.173921497639,4.38536961426691e-08,"Gamma"
"AG12SONA","Bouma","2",0,NA,NA,181.492195750608,183.477160923785,0.264729469464246,"Gamma"
"CC","Bouma","2",0.11844087425832,0.001,0.001,179.336847317416,184.993274115245,0.0101490405440234,"Gamma"
"CL","Bouma","2",0.401011429713179,1.16043238866747,1.33882048738962,166.597204846605,181.84445930418,1.08605472683001e-06,"Gamma"
"DP6SONA","Bouma","2",0.438876319424333,1.05689756783081,0.802884823446011,163.542284487588,187.946094402336,1.43345268650642e-10,"Gamma"
"KH11SONA","Bouma","2",0.635887066978048,1.76726079488941,0.489415579499507,130.561948807597,178.076690673073,1.81961331014762e-20,"Gamma"
"KM4SONA","Bouma","2",0.605907740510949,1.71915166244624,1.0052057751317,151.368341223602,182.959561966095,1.22761691035076e-13,"Gamma"
"LC1SONA","Bouma","2",0.297252992327257,4.56332723769728,0.265498322336058,169.683599103785,185.295806134423,7.6240681814592e-07,"Gamma"
"LS2SONA","Bouma","2",0.318948937663693,1.8241834929461,0.591754564167391,159.867278069326,172.845023956215,9.74426073986176e-06,"Gamma"
"LY8SONA","Bouma","2",0,NA,NA,162.26103615774,164.865328860747,0.157145349612884,"Gamma"
"MH9SONA","Bouma","2",0.294271767916126,2.02737615090275,0.661162308525355,168.99389570945,179.511012966203,0.000103566731149879,"Gamma"
"MN10SONA","Bouma","2",0.468235248836286,3.16742340389285,0.201775830921358,146.292934009863,179.948823505031,1.60595176988168e-14,"Gamma"
"RN","Bouma","2",0.260667756375933,7.81681389810877,0.333818087253314,180.051577832027,188.776930047139,0.000570830616842324,"Gamma"
"TM7SONA","Bouma","2",0.244663087611542,4.01700113709555,0.149560821091047,180.106552209915,192.227275864083,2.22420600205922e-05,"Gamma"
"WN","Bouma","2",0.372882047661731,1.80769535747406,0.341544780336291,160.143707220556,182.271021160912,1.33244634241489e-09,"Gamma"
"AC5SONA","Yes","2",0.52283448867778,2.54984655172491,0.511366360435466,148.4298158302,180.527660541961,7.45400878278619e-14,"Gamma"
"AG12SONA","Yes","2",0.272519393067892,0.906578168434784,1.20988880382003,175.117555861823,184.211959019766,0.00040211920740149,"Gamma"
"CC","Yes","2",0.186568524459167,1.2740743399261,0.454986244891392,179.369009641376,186.220754563823,0.00333783779829236,"Gamma"
"CL","Yes","2",0.411730180252872,1.49350846510877,0.7585336218459,162.141930279519,181.714642792227,1.61680265603432e-08,"Gamma"
"DP6SONA","Yes","2",0.322604395595587,1.04955401992316,0.590425453079641,169.489903765284,186.345477929722,2.27980174912052e-07,"Gamma"
"KH11SONA","Yes","2",0.613719369347302,1.41785341925555,0.774164662835971,141.467251774259,182.707198367882,9.01583071448542e-18,"Gamma"
"KM4SONA","Yes","2",0.643836500124571,3.01635692753945,0.431622086526053,128.535355676191,175.239234451767,4.05949196788277e-20,"Gamma"
"LC1SONA","Yes","2",0.400109983685123,1.225727497354,0.597811428670345,157.804234208781,179.886624919504,1.39231359092234e-09,"Gamma"
"LS2SONA","Yes","2",0.441895084344771,0.498426155618508,1.86449593229937,161.616067126526,185.466117800441,2.4665422751505e-10,"Gamma"
"LY8SONA","Yes","2",0.343202034155484,1.61650728777174,0.516994134565798,175.331074230037,193.185045779722,8.63235887469951e-08,"Gamma"
"MH9SONA","Yes","2",0.28089037267036,6.58447901772543,0.274068060659613,177.685289890498,189.718972899464,2.41839431381767e-05,"Gamma"
"MN10SONA","Yes","2",0.37427755328444,0.932446089042177,0.511003544474752,163.469103164164,187.999180182647,1.26655390789878e-10,"Gamma"
"RN","Yes","2",0.251993078090019,8,0.236672340481439,172.76788421641,182.61172814069,0.00019701157789227,"Gamma"
"TM7SONA","Yes","2",0.546065639629254,2.35391165497734,0.367111698514778,138.026291345897,176.380242603648,1.55957268029893e-16,"Gamma"
"WN","Yes","2",0.445465351395679,2.51704018674101,0.277894709621132,149.160396490913,178.68868121261,9.34929025648309e-13,"Gamma"
